location,date,vaccine,total_vaccinations
Peru,2021-06-20,Sinopharm/Beijing,1040916
Peru,2021-06-21,Oxford/AstraZeneca,534175
Peru,2021-06-21,Pfizer/BioNTech,5242327
Peru,2021-06-21,Sinopharm/Beijing,1051089
Peru,2021-06-22,Oxford/AstraZeneca,545656
Peru,2021-06-22,Pfizer/BioNTech,5362228
Peru,2021-06-22,Sinopharm/Beijing,1062029
Peru,2021-06-23,Oxford/AstraZeneca,554394
Peru,2021-06-23,Pfizer/BioNTech,5472738
Peru,2021-06-23,Sinopharm/Beijing,1072224
Peru,2021-06-24,Oxford/AstraZeneca,563081
Peru,2021-06-24,Pfizer/BioNTech,5538500
Peru,2021-06-24,Sinopharm/Beijing,1084240
Peru,2021-06-25,Oxford/AstraZeneca,570778
Peru,2021-06-25,Pfizer/BioNTech,5649262
Peru,2021-06-25,Sinopharm/Beijing,1093675
Peru,2021-06-26,Oxford/AstraZeneca,574832
Peru,2021-06-26,Pfizer/BioNTech,5722354
Peru,2021-06-26,Sinopharm/Beijing,1099177
Peru,2021-06-27,Oxford/AstraZeneca,577730
Peru,2021-06-27,Pfizer/BioNTech,5768735
Peru,2021-06-27,Sinopharm/Beijing,1101338
Peru,2021-06-28,Oxford/AstraZeneca,584299
Peru,2021-06-28,Pfizer/BioNTech,5810533
Peru,2021-06-28,Sinopharm/Beijing,1109626
Peru,2021-06-29,Oxford/AstraZeneca,590674
Peru,2021-06-29,Pfizer/BioNTech,5902386
Peru,2021-06-29,Sinopharm/Beijing,1112863
Peru,2021-06-30,Oxford/AstraZeneca,596862
Peru,2021-06-30,Pfizer/BioNTech,6075352
Peru,2021-06-30,Sinopharm/Beijing,1116821
Peru,2021-07-01,Oxford/AstraZeneca,600597
Peru,2021-07-01,Pfizer/BioNTech,6270409
Peru,2021-07-01,Sinopharm/Beijing,1120787
Peru,2021-07-02,Oxford/AstraZeneca,603888
Peru,2021-07-02,Pfizer/BioNTech,6468652
Peru,2021-07-02,Sinopharm/Beijing,1128116
Peru,2021-07-03,Oxford/AstraZeneca,607621
Peru,2021-07-03,Pfizer/BioNTech,6657100
Peru,2021-07-03,Sinopharm/Beijing,1134463
Peru,2021-07-04,Oxford/AstraZeneca,609074
Peru,2021-07-04,Pfizer/BioNTech,6788586
Peru,2021-07-04,Sinopharm/Beijing,1137845
Peru,2021-07-05,Oxford/AstraZeneca,612314
Peru,2021-07-05,Pfizer/BioNTech,6964205
Peru,2021-07-05,Sinopharm/Beijing,1147785
Peru,2021-07-06,Oxford/AstraZeneca,616320
Peru,2021-07-06,Pfizer/BioNTech,7132543
Peru,2021-07-06,Sinopharm/Beijing,1190291
Peru,2021-07-07,Oxford/AstraZeneca,623039
Peru,2021-07-07,Pfizer/BioNTech,7269142
Peru,2021-07-07,Sinopharm/Beijing,1219653
Peru,2021-07-08,Oxford/AstraZeneca,633836
Peru,2021-07-08,Pfizer/BioNTech,7401271
Peru,2021-07-08,Sinopharm/Beijing,1236500
Peru,2021-07-09,Oxford/AstraZeneca,643247
Peru,2021-07-09,Pfizer/BioNTech,7537455
Peru,2021-07-09,Sinopharm/Beijing,1255616
Peru,2021-07-10,Oxford/AstraZeneca,651288
Peru,2021-07-10,Pfizer/BioNTech,7776180
Peru,2021-07-10,Sinopharm/Beijing,1278277
Peru,2021-07-11,Oxford/AstraZeneca,655310
Peru,2021-07-11,Pfizer/BioNTech,7950071
Peru,2021-07-11,Sinopharm/Beijing,1282071
Peru,2021-07-12,Oxford/AstraZeneca,665605
Peru,2021-07-12,Pfizer/BioNTech,8034275
Peru,2021-07-12,Sinopharm/Beijing,1295344
Peru,2021-07-13,Oxford/AstraZeneca,676555
Peru,2021-07-13,Pfizer/BioNTech,8119124
Peru,2021-07-13,Sinopharm/Beijing,1312148
Peru,2021-07-14,Oxford/AstraZeneca,687939
Peru,2021-07-14,Pfizer/BioNTech,8230095
Peru,2021-07-14,Sinopharm/Beijing,1339844
Peru,2021-07-15,Oxford/AstraZeneca,697069
Peru,2021-07-15,Pfizer/BioNTech,8388999
Peru,2021-07-15,Sinopharm/Beijing,1372572
Peru,2021-07-16,Oxford/AstraZeneca,703905
Peru,2021-07-16,Pfizer/BioNTech,8548460
Peru,2021-07-16,Sinopharm/Beijing,1435561
Peru,2021-07-17,Oxford/AstraZeneca,708679
Peru,2021-07-17,Pfizer/BioNTech,8776866
Peru,2021-07-17,Sinopharm/Beijing,1512382
Peru,2021-07-18,Oxford/AstraZeneca,710964
Peru,2021-07-18,Pfizer/BioNTech,8907321
Peru,2021-07-18,Sinopharm/Beijing,1558866
Peru,2021-07-19,Oxford/AstraZeneca,715076
Peru,2021-07-19,Pfizer/BioNTech,8973602
Peru,2021-07-19,Sinopharm/Beijing,1587209
Peru,2021-07-20,Oxford/AstraZeneca,718817
Peru,2021-07-20,Pfizer/BioNTech,9031032
Peru,2021-07-20,Sinopharm/Beijing,1629877
Peru,2021-07-21,Oxford/AstraZeneca,722124
Peru,2021-07-21,Pfizer/BioNTech,9133939
Peru,2021-07-21,Sinopharm/Beijing,1683653
Peru,2021-07-22,Oxford/AstraZeneca,726130
Peru,2021-07-22,Pfizer/BioNTech,9257031
Peru,2021-07-22,Sinopharm/Beijing,1751517
Peru,2021-07-23,Oxford/AstraZeneca,730035
Peru,2021-07-23,Pfizer/BioNTech,9409220
Peru,2021-07-23,Sinopharm/Beijing,1844569
Peru,2021-07-24,Oxford/AstraZeneca,732988
Peru,2021-07-24,Pfizer/BioNTech,9698618
Peru,2021-07-24,Sinopharm/Beijing,1941454
Peru,2021-07-25,Oxford/AstraZeneca,734736
Peru,2021-07-25,Pfizer/BioNTech,9959004
Peru,2021-07-25,Sinopharm/Beijing,1988162
Peru,2021-07-26,Oxford/AstraZeneca,737373
Peru,2021-07-26,Pfizer/BioNTech,9987648
Peru,2021-07-26,Sinopharm/Beijing,2035098
Peru,2021-07-27,Oxford/AstraZeneca,740425
Peru,2021-07-27,Pfizer/BioNTech,10190290
Peru,2021-07-27,Sinopharm/Beijing,2085468
Peru,2021-07-28,Oxford/AstraZeneca,742307
Peru,2021-07-28,Pfizer/BioNTech,10290589
Peru,2021-07-28,Sinopharm/Beijing,2099828
Peru,2021-07-29,Oxford/AstraZeneca,744228
Peru,2021-07-29,Pfizer/BioNTech,10341250
Peru,2021-07-29,Sinopharm/Beijing,2112718
Peru,2021-07-30,Oxford/AstraZeneca,746865
Peru,2021-07-30,Pfizer/BioNTech,10468201
Peru,2021-07-30,Sinopharm/Beijing,2149797
Peru,2021-07-31,Oxford/AstraZeneca,748840
Peru,2021-07-31,Pfizer/BioNTech,10701063
Peru,2021-07-31,Sinopharm/Beijing,2191833
Peru,2021-08-01,Oxford/AstraZeneca,749704
Peru,2021-08-01,Pfizer/BioNTech,10892414
Peru,2021-08-01,Sinopharm/Beijing,2209908
Peru,2021-08-02,Oxford/AstraZeneca,751682
Peru,2021-08-02,Pfizer/BioNTech,11017117
Peru,2021-08-02,Sinopharm/Beijing,2232957
Peru,2021-08-03,Oxford/AstraZeneca,754159
Peru,2021-08-03,Pfizer/BioNTech,11120648
Peru,2021-08-03,Sinopharm/Beijing,2267370
Peru,2021-08-04,Oxford/AstraZeneca,756324
Peru,2021-08-04,Pfizer/BioNTech,11230638
Peru,2021-08-04,Sinopharm/Beijing,2317483
Peru,2021-08-05,Oxford/AstraZeneca,758988
Peru,2021-08-05,Pfizer/BioNTech,11339957
Peru,2021-08-05,Sinopharm/Beijing,2378602
Peru,2021-08-06,Oxford/AstraZeneca,761499
Peru,2021-08-06,Pfizer/BioNTech,11451334
Peru,2021-08-06,Sinopharm/Beijing,2550597
Peru,2021-08-07,Oxford/AstraZeneca,764846
Peru,2021-08-07,Pfizer/BioNTech,11625862
Peru,2021-08-07,Sinopharm/Beijing,2870745
Peru,2021-08-08,Oxford/AstraZeneca,767407
Peru,2021-08-08,Pfizer/BioNTech,11785521
Peru,2021-08-08,Sinopharm/Beijing,3072093
Peru,2021-08-09,Oxford/AstraZeneca,770235
Peru,2021-08-09,Pfizer/BioNTech,11830669
Peru,2021-08-09,Sinopharm/Beijing,3130416
Peru,2021-08-10,Oxford/AstraZeneca,777736
Peru,2021-08-10,Pfizer/BioNTech,11880099
Peru,2021-08-10,Sinopharm/Beijing,3198481
Peru,2021-08-11,Oxford/AstraZeneca,783739
Peru,2021-08-11,Pfizer/BioNTech,11937968
Peru,2021-08-11,Sinopharm/Beijing,3255100
Peru,2021-08-12,Oxford/AstraZeneca,788888
Peru,2021-08-12,Pfizer/BioNTech,11989987
Peru,2021-08-12,Sinopharm/Beijing,3316503
Peru,2021-08-13,Oxford/AstraZeneca,794136
Peru,2021-08-13,Pfizer/BioNTech,12032762
Peru,2021-08-13,Sinopharm/Beijing,3386905
Peru,2021-08-14,Oxford/AstraZeneca,798675
Peru,2021-08-14,Pfizer/BioNTech,12190264
Peru,2021-08-14,Sinopharm/Beijing,3460375
Peru,2021-08-15,Oxford/AstraZeneca,800356
Peru,2021-08-15,Pfizer/BioNTech,12346395
Peru,2021-08-15,Sinopharm/Beijing,3500422
Peru,2021-08-16,Oxford/AstraZeneca,805321
Peru,2021-08-16,Pfizer/BioNTech,12379461
Peru,2021-08-16,Sinopharm/Beijing,3543060
Peru,2021-08-17,Oxford/AstraZeneca,811579
Peru,2021-08-17,Pfizer/BioNTech,12404178
Peru,2021-08-17,Sinopharm/Beijing,3613361
Peru,2021-08-18,Oxford/AstraZeneca,818658
Peru,2021-08-18,Pfizer/BioNTech,12423330
Peru,2021-08-18,Sinopharm/Beijing,3677162
Peru,2021-08-19,Oxford/AstraZeneca,823980
Peru,2021-08-19,Pfizer/BioNTech,12444193
Peru,2021-08-19,Sinopharm/Beijing,3753491
Peru,2021-08-20,Oxford/AstraZeneca,831633
Peru,2021-08-20,Pfizer/BioNTech,12480342
Peru,2021-08-20,Sinopharm/Beijing,3861270
Peru,2021-08-21,Oxford/AstraZeneca,840473
Peru,2021-08-21,Pfizer/BioNTech,12602171
Peru,2021-08-21,Sinopharm/Beijing,4048331
Peru,2021-08-22,Oxford/AstraZeneca,850252
Peru,2021-08-22,Pfizer/BioNTech,12685237
Peru,2021-08-22,Sinopharm/Beijing,4188290
Peru,2021-08-23,Oxford/AstraZeneca,858256
Peru,2021-08-23,Pfizer/BioNTech,12719319
Peru,2021-08-23,Sinopharm/Beijing,4227647
Peru,2021-08-24,Oxford/AstraZeneca,866704
Peru,2021-08-24,Pfizer/BioNTech,12741350
Peru,2021-08-24,Sinopharm/Beijing,4274909
Peru,2021-08-25,Oxford/AstraZeneca,871028
Peru,2021-08-25,Pfizer/BioNTech,12773101
Peru,2021-08-25,Sinopharm/Beijing,4330869
Peru,2021-08-26,Oxford/AstraZeneca,874029
Peru,2021-08-26,Pfizer/BioNTech,12800528
Peru,2021-08-26,Sinopharm/Beijing,4407899
Peru,2021-08-27,Oxford/AstraZeneca,876644
Peru,2021-08-27,Pfizer/BioNTech,12862883
Peru,2021-08-27,Sinopharm/Beijing,4517395
Peru,2021-08-28,Oxford/AstraZeneca,880295
Peru,2021-08-28,Pfizer/BioNTech,12995791
Peru,2021-08-28,Sinopharm/Beijing,4845583
Peru,2021-08-29,Oxford/AstraZeneca,882457
Peru,2021-08-29,Pfizer/BioNTech,13109775
Peru,2021-08-29,Sinopharm/Beijing,5139468
Peru,2021-08-30,Oxford/AstraZeneca,884903
Peru,2021-08-30,Pfizer/BioNTech,13114624
Peru,2021-08-30,Sinopharm/Beijing,5150366
Peru,2021-08-31,Oxford/AstraZeneca,888033
Peru,2021-08-31,Pfizer/BioNTech,13139326
Peru,2021-08-31,Sinopharm/Beijing,5243136
Peru,2021-09-01,Oxford/AstraZeneca,890666
Peru,2021-09-01,Pfizer/BioNTech,13174138
Peru,2021-09-01,Sinopharm/Beijing,5362729
Peru,2021-09-02,Oxford/AstraZeneca,892524
Peru,2021-09-02,Pfizer/BioNTech,13229857
Peru,2021-09-02,Sinopharm/Beijing,5491989
Peru,2021-09-03,Oxford/AstraZeneca,894018
Peru,2021-09-03,Pfizer/BioNTech,13305551
Peru,2021-09-03,Sinopharm/Beijing,5630135
Peru,2021-09-04,Oxford/AstraZeneca,895536
Peru,2021-09-04,Pfizer/BioNTech,13396894
Peru,2021-09-04,Sinopharm/Beijing,5903392
Peru,2021-09-05,Oxford/AstraZeneca,897154
Peru,2021-09-05,Pfizer/BioNTech,13443198
Peru,2021-09-05,Sinopharm/Beijing,6127938
Peru,2021-09-06,Oxford/AstraZeneca,898826
Peru,2021-09-06,Pfizer/BioNTech,13476046
Peru,2021-09-06,Sinopharm/Beijing,6235314
Peru,2021-09-07,Oxford/AstraZeneca,905250
Peru,2021-09-07,Pfizer/BioNTech,13522935
Peru,2021-09-07,Sinopharm/Beijing,6396055
Peru,2021-09-08,Oxford/AstraZeneca,912023
Peru,2021-09-08,Pfizer/BioNTech,13614780
Peru,2021-09-08,Sinopharm/Beijing,6651946
Peru,2021-09-09,Oxford/AstraZeneca,914091
Peru,2021-09-09,Pfizer/BioNTech,13731993
Peru,2021-09-09,Sinopharm/Beijing,6883674
Peru,2021-09-10,Oxford/AstraZeneca,917370
Peru,2021-09-10,Pfizer/BioNTech,13878866
Peru,2021-09-10,Sinopharm/Beijing,7148971
Peru,2021-09-11,Oxford/AstraZeneca,920124
Peru,2021-09-11,Pfizer/BioNTech,14123861
Peru,2021-09-11,Sinopharm/Beijing,7505028
Peru,2021-09-12,Oxford/AstraZeneca,922367
Peru,2021-09-12,Pfizer/BioNTech,14310037
Peru,2021-09-12,Sinopharm/Beijing,7808837
Peru,2021-09-13,Oxford/AstraZeneca,923649
Peru,2021-09-13,Pfizer/BioNTech,14378797
Peru,2021-09-13,Sinopharm/Beijing,7949800
Peru,2021-09-14,Oxford/AstraZeneca,924752
Peru,2021-09-14,Pfizer/BioNTech,14515582
Peru,2021-09-14,Sinopharm/Beijing,8114689
Peru,2021-09-15,Oxford/AstraZeneca,926684
Peru,2021-09-15,Pfizer/BioNTech,14586690
Peru,2021-09-15,Sinopharm/Beijing,8295856
Peru,2021-09-16,Oxford/AstraZeneca,937086
Peru,2021-09-16,Pfizer/BioNTech,14699590
Peru,2021-09-16,Sinopharm/Beijing,8510869
Peru,2021-09-17,Oxford/AstraZeneca,951543
Peru,2021-09-17,Pfizer/BioNTech,14796168
Peru,2021-09-17,Sinopharm/Beijing,8708216
Peru,2021-09-18,Oxford/AstraZeneca,966159
Peru,2021-09-18,Pfizer/BioNTech,14913908
Peru,2021-09-18,Sinopharm/Beijing,9067843
Peru,2021-09-19,Oxford/AstraZeneca,976561
Peru,2021-09-19,Pfizer/BioNTech,14989610
Peru,2021-09-19,Sinopharm/Beijing,9286782
Peru,2021-09-20,Oxford/AstraZeneca,990385
Peru,2021-09-20,Pfizer/BioNTech,15015421
Peru,2021-09-20,Sinopharm/Beijing,9379384
Peru,2021-09-21,Oxford/AstraZeneca,1008589
Peru,2021-09-21,Pfizer/BioNTech,15059286
Peru,2021-09-21,Sinopharm/Beijing,9519224
Peru,2021-09-22,Oxford/AstraZeneca,1027028
Peru,2021-09-22,Pfizer/BioNTech,15093310
Peru,2021-09-22,Sinopharm/Beijing,9651814
Peru,2021-09-23,Oxford/AstraZeneca,1041919
Peru,2021-09-23,Pfizer/BioNTech,15121305
Peru,2021-09-23,Sinopharm/Beijing,9779873
Peru,2021-09-24,Oxford/AstraZeneca,1056959
Peru,2021-09-24,Pfizer/BioNTech,15176226
Peru,2021-09-24,Sinopharm/Beijing,9908126
Peru,2021-09-25,Oxford/AstraZeneca,1082070
Peru,2021-09-25,Pfizer/BioNTech,15294367
Peru,2021-09-25,Sinopharm/Beijing,10178134
Peru,2021-09-26,Oxford/AstraZeneca,1100702
Peru,2021-09-26,Pfizer/BioNTech,15346850
Peru,2021-09-26,Sinopharm/Beijing,10435860
Peru,2021-09-27,Oxford/AstraZeneca,1120749
Peru,2021-09-27,Pfizer/BioNTech,15399646
Peru,2021-09-27,Sinopharm/Beijing,10570150
Peru,2021-09-28,Oxford/AstraZeneca,1134770
Peru,2021-09-28,Pfizer/BioNTech,15477187
Peru,2021-09-28,Sinopharm/Beijing,10718118
Peru,2021-09-29,Oxford/AstraZeneca,1152456
Peru,2021-09-29,Pfizer/BioNTech,15578805
Peru,2021-09-29,Sinopharm/Beijing,10911633
Peru,2021-09-30,Oxford/AstraZeneca,1163498
Peru,2021-09-30,Pfizer/BioNTech,15683855
Peru,2021-09-30,Sinopharm/Beijing,11111605
Peru,2021-10-01,Oxford/AstraZeneca,1176453
Peru,2021-10-01,Pfizer/BioNTech,15773642
Peru,2021-10-01,Sinopharm/Beijing,11299961
Peru,2021-10-02,Oxford/AstraZeneca,1204335
Peru,2021-10-02,Pfizer/BioNTech,16003373
Peru,2021-10-02,Sinopharm/Beijing,11620920
Peru,2021-10-03,Oxford/AstraZeneca,1226099
Peru,2021-10-03,Pfizer/BioNTech,16178748
Peru,2021-10-03,Sinopharm/Beijing,11910366
Peru,2021-10-04,Oxford/AstraZeneca,1242477
Peru,2021-10-04,Pfizer/BioNTech,16280316
Peru,2021-10-04,Sinopharm/Beijing,12059795
Peru,2021-10-05,Oxford/AstraZeneca,1254376
Peru,2021-10-05,Pfizer/BioNTech,16403827
Peru,2021-10-05,Sinopharm/Beijing,12222299
Peru,2021-10-06,Oxford/AstraZeneca,1269985
Peru,2021-10-06,Pfizer/BioNTech,16504399
Peru,2021-10-06,Sinopharm/Beijing,12389161
Peru,2021-10-07,Oxford/AstraZeneca,1281533
Peru,2021-10-07,Pfizer/BioNTech,16587936
Peru,2021-10-07,Sinopharm/Beijing,12566799
Peru,2021-10-08,Oxford/AstraZeneca,1290460
Peru,2021-10-08,Pfizer/BioNTech,16665726
Peru,2021-10-08,Sinopharm/Beijing,12692387
Peru,2021-10-09,Oxford/AstraZeneca,1303181
Peru,2021-10-09,Pfizer/BioNTech,16791298
Peru,2021-10-09,Sinopharm/Beijing,12933038
Peru,2021-10-10,Oxford/AstraZeneca,1310321
Peru,2021-10-10,Pfizer/BioNTech,16856341
Peru,2021-10-10,Sinopharm/Beijing,13104803
Peru,2021-10-11,Oxford/AstraZeneca,1321140
Peru,2021-10-11,Pfizer/BioNTech,16896266
Peru,2021-10-11,Sinopharm/Beijing,13235276
Peru,2021-10-12,Oxford/AstraZeneca,1369921
Peru,2021-10-12,Pfizer/BioNTech,16947826
Peru,2021-10-12,Sinopharm/Beijing,13377577
Peru,2021-10-13,Oxford/AstraZeneca,1416112
Peru,2021-10-13,Pfizer/BioNTech,16993432
Peru,2021-10-13,Sinopharm/Beijing,13515244
Peru,2021-10-14,Oxford/AstraZeneca,1480918
Peru,2021-10-14,Pfizer/BioNTech,17053825
Peru,2021-10-14,Sinopharm/Beijing,13616759
Peru,2021-10-15,Oxford/AstraZeneca,1549003
Peru,2021-10-15,Pfizer/BioNTech,17123765
Peru,2021-10-15,Sinopharm/Beijing,13722448
Peru,2021-10-16,Oxford/AstraZeneca,1660969
Peru,2021-10-16,Pfizer/BioNTech,17219686
Peru,2021-10-16,Sinopharm/Beijing,13864707
Peru,2021-10-17,Oxford/AstraZeneca,1744470
Peru,2021-10-17,Pfizer/BioNTech,17306136
Peru,2021-10-17,Sinopharm/Beijing,13984650
Peru,2021-10-18,Oxford/AstraZeneca,1784068
Peru,2021-10-18,Pfizer/BioNTech,17397282
Peru,2021-10-18,Sinopharm/Beijing,14060488
Peru,2021-10-19,Oxford/AstraZeneca,1818510
Peru,2021-10-19,Pfizer/BioNTech,17487635
Peru,2021-10-19,Sinopharm/Beijing,14142435
Peru,2021-10-20,Oxford/AstraZeneca,1853868
Peru,2021-10-20,Pfizer/BioNTech,17563879
Peru,2021-10-20,Sinopharm/Beijing,14213377
Peru,2021-10-21,Oxford/AstraZeneca,1888530
Peru,2021-10-21,Pfizer/BioNTech,17628033
Peru,2021-10-21,Sinopharm/Beijing,14282303
Peru,2021-10-22,Oxford/AstraZeneca,1916682
Peru,2021-10-22,Pfizer/BioNTech,17688594
Peru,2021-10-22,Sinopharm/Beijing,14349176
Peru,2021-10-23,Oxford/AstraZeneca,1979118
Peru,2021-10-23,Pfizer/BioNTech,17774394
Peru,2021-10-23,Sinopharm/Beijing,14462343
Peru,2021-10-24,Oxford/AstraZeneca,2019258
Peru,2021-10-24,Pfizer/BioNTech,17836672
Peru,2021-10-24,Sinopharm/Beijing,14564711
Peru,2021-10-25,Oxford/AstraZeneca,2041876
Peru,2021-10-25,Pfizer/BioNTech,17879688
Peru,2021-10-25,Sinopharm/Beijing,14623540
Peru,2021-10-26,Oxford/AstraZeneca,2066330
Peru,2021-10-26,Pfizer/BioNTech,17917464
Peru,2021-10-26,Sinopharm/Beijing,14680633
Peru,2021-10-27,Oxford/AstraZeneca,2091166
Peru,2021-10-27,Pfizer/BioNTech,17952593
Peru,2021-10-27,Sinopharm/Beijing,14735369
Peru,2021-10-28,Oxford/AstraZeneca,2126479
Peru,2021-10-28,Pfizer/BioNTech,17992181
Peru,2021-10-28,Sinopharm/Beijing,14789577
Peru,2021-10-29,Oxford/AstraZeneca,2164981
Peru,2021-10-29,Pfizer/BioNTech,18039163
Peru,2021-10-29,Sinopharm/Beijing,14834826
Peru,2021-10-30,Oxford/AstraZeneca,2204573
Peru,2021-10-30,Pfizer/BioNTech,18255605
Peru,2021-10-30,Sinopharm/Beijing,14889835
Peru,2021-10-31,Oxford/AstraZeneca,2237701
Peru,2021-10-31,Pfizer/BioNTech,18435015
Peru,2021-10-31,Sinopharm/Beijing,14933586
Peru,2021-11-01,Oxford/AstraZeneca,2247691
Peru,2021-11-01,Pfizer/BioNTech,18510191
Peru,2021-11-01,Sinopharm/Beijing,14954365
Peru,2021-11-02,Oxford/AstraZeneca,2261011
Peru,2021-11-02,Pfizer/BioNTech,18604194
Peru,2021-11-02,Sinopharm/Beijing,14984748
Peru,2021-11-03,Oxford/AstraZeneca,2281744
Peru,2021-11-03,Pfizer/BioNTech,18717568
Peru,2021-11-03,Sinopharm/Beijing,15021796
Peru,2021-11-04,Oxford/AstraZeneca,2312157
Peru,2021-11-04,Pfizer/BioNTech,18891895
Peru,2021-11-04,Sinopharm/Beijing,15060677
Peru,2021-11-05,Oxford/AstraZeneca,2340563
Peru,2021-11-05,Pfizer/BioNTech,19120149
Peru,2021-11-05,Sinopharm/Beijing,15104688
Peru,2021-11-06,Oxford/AstraZeneca,2381666
Peru,2021-11-06,Pfizer/BioNTech,19444299
Peru,2021-11-06,Sinopharm/Beijing,15189371
Peru,2021-11-07,Oxford/AstraZeneca,2414462
Peru,2021-11-07,Pfizer/BioNTech,19657887
Peru,2021-11-07,Sinopharm/Beijing,15265800
Peru,2021-11-08,Oxford/AstraZeneca,2441567
Peru,2021-11-08,Pfizer/BioNTech,19783066
Peru,2021-11-08,Sinopharm/Beijing,15321871
Peru,2021-11-09,Oxford/AstraZeneca,2486012
Peru,2021-11-09,Pfizer/BioNTech,19920845
Peru,2021-11-09,Sinopharm/Beijing,15365010
Peru,2021-11-10,Oxford/AstraZeneca,2533247
Peru,2021-11-10,Pfizer/BioNTech,20047111
Peru,2021-11-10,Sinopharm/Beijing,15408848
Peru,2021-11-11,Oxford/AstraZeneca,2584074
Peru,2021-11-11,Pfizer/BioNTech,20156255
Peru,2021-11-11,Sinopharm/Beijing,15448955
Peru,2021-11-12,Oxford/AstraZeneca,2633090
Peru,2021-11-12,Pfizer/BioNTech,20245219
Peru,2021-11-12,Sinopharm/Beijing,15487636
Peru,2021-11-13,Oxford/AstraZeneca,2709268
Peru,2021-11-13,Pfizer/BioNTech,20366618
Peru,2021-11-13,Sinopharm/Beijing,15543456
Peru,2021-11-14,Oxford/AstraZeneca,2776324
Peru,2021-11-14,Pfizer/BioNTech,20464475
Peru,2021-11-14,Sinopharm/Beijing,15601322
Peru,2021-11-15,Oxford/AstraZeneca,2826557
Peru,2021-11-15,Pfizer/BioNTech,20542200
Peru,2021-11-15,Sinopharm/Beijing,15649118
Peru,2021-11-16,Oxford/AstraZeneca,2878460
Peru,2021-11-16,Pfizer/BioNTech,20624599
Peru,2021-11-16,Sinopharm/Beijing,15712123
Peru,2021-11-17,Oxford/AstraZeneca,2935151
Peru,2021-11-17,Pfizer/BioNTech,20704198
Peru,2021-11-17,Sinopharm/Beijing,15772351
Peru,2021-11-18,Oxford/AstraZeneca,2987100
Peru,2021-11-18,Pfizer/BioNTech,20783785
Peru,2021-11-18,Sinopharm/Beijing,15835243
Peru,2021-11-19,Oxford/AstraZeneca,3032810
Peru,2021-11-19,Pfizer/BioNTech,20865382
Peru,2021-11-19,Sinopharm/Beijing,15902797
Peru,2021-11-20,Oxford/AstraZeneca,3101306
Peru,2021-11-20,Pfizer/BioNTech,21053361
Peru,2021-11-20,Sinopharm/Beijing,15993197
Peru,2021-11-21,Oxford/AstraZeneca,3154102
Peru,2021-11-21,Pfizer/BioNTech,21238784
Peru,2021-11-21,Sinopharm/Beijing,16072035
Peru,2021-11-22,Oxford/AstraZeneca,3183955
Peru,2021-11-22,Pfizer/BioNTech,21360142
Peru,2021-11-22,Sinopharm/Beijing,16128516
Peru,2021-11-23,Oxford/AstraZeneca,3214377
Peru,2021-11-23,Pfizer/BioNTech,21492270
Peru,2021-11-23,Sinopharm/Beijing,16186983
Peru,2021-11-24,Oxford/AstraZeneca,3242227
Peru,2021-11-24,Pfizer/BioNTech,21621275
Peru,2021-11-24,Sinopharm/Beijing,16242015
Peru,2021-11-25,Oxford/AstraZeneca,3269527
Peru,2021-11-25,Pfizer/BioNTech,21790116
Peru,2021-11-25,Sinopharm/Beijing,16294320
Peru,2021-11-26,Oxford/AstraZeneca,3295202
Peru,2021-11-26,Pfizer/BioNTech,22029320
Peru,2021-11-26,Sinopharm/Beijing,16344404
Peru,2021-11-27,Oxford/AstraZeneca,3327568
Peru,2021-11-27,Pfizer/BioNTech,22397081
Peru,2021-11-27,Sinopharm/Beijing,16409867
Peru,2021-11-28,Oxford/AstraZeneca,3356933
Peru,2021-11-28,Pfizer/BioNTech,22679796
Peru,2021-11-28,Sinopharm/Beijing,16471010
Peru,2021-11-29,Oxford/AstraZeneca,3376426
Peru,2021-11-29,Pfizer/BioNTech,22901607
Peru,2021-11-29,Sinopharm/Beijing,16515414
Peru,2021-11-30,Oxford/AstraZeneca,3395021
Peru,2021-11-30,Pfizer/BioNTech,23117520
Peru,2021-11-30,Sinopharm/Beijing,16558907
Peru,2021-12-01,Oxford/AstraZeneca,3411184
Peru,2021-12-01,Pfizer/BioNTech,23329047
Peru,2021-12-01,Sinopharm/Beijing,16606729
Peru,2021-12-02,Oxford/AstraZeneca,3432821
Peru,2021-12-02,Pfizer/BioNTech,23547520
Peru,2021-12-02,Sinopharm/Beijing,16662288
Peru,2021-12-03,Oxford/AstraZeneca,3455304
Peru,2021-12-03,Pfizer/BioNTech,23752249
Peru,2021-12-03,Sinopharm/Beijing,16719322
Peru,2021-12-04,Oxford/AstraZeneca,3485790
Peru,2021-12-04,Pfizer/BioNTech,23988601
Peru,2021-12-04,Sinopharm/Beijing,16791103
Peru,2021-12-05,Oxford/AstraZeneca,3509155
Peru,2021-12-05,Pfizer/BioNTech,24157775
Peru,2021-12-05,Sinopharm/Beijing,16854439
Peru,2021-12-06,Oxford/AstraZeneca,3529722
Peru,2021-12-06,Pfizer/BioNTech,24312164
Peru,2021-12-06,Sinopharm/Beijing,16910672
Peru,2021-12-07,Oxford/AstraZeneca,3548841
Peru,2021-12-07,Pfizer/BioNTech,24467296
Peru,2021-12-07,Sinopharm/Beijing,16973980
Peru,2021-12-08,Oxford/AstraZeneca,3563911
Peru,2021-12-08,Pfizer/BioNTech,24573462
Peru,2021-12-08,Sinopharm/Beijing,17025124
